id_ville,ville_departement,ville_slug,ville_nom,ville_nom_simple,ville_nom_reel,ville_nom_soundex,ville_nom_metaphone,ville_code_postal,ville_commune,ville_code_commune,ville_arrondissement,ville_canton,ville_amdi,ville_population_2010,ville_population_1999,ville_population_2012,ville_densite_2010,ville_surface,ville_longitude_deg,ville_latitude_deg,ville_longitude_grd,ville_latitude_grd,ville_longitude_dms,ville_latitude_dms,ville_zmin,ville_zmax
7,01,replonges,REPLONGES,replonges,Replonges,R1452,RPLNJS,01620,320,01320,2,02,6,3500,2841,3300,210,16.6,4.88333,46.3,2833,51456,+45310,461837,169,207
9,01,peron,PERON,peron,Péron,P650,PRN,01630,288,01288,3,12,6,2143,1578,1900,82,26.01,5.93333,46.2,3989,51322,+55535,461124,411,1501
18,01,pont-d-ain,PONT-D'AIN,"pont d ain",Pont-d'Ain,P535,PNTTN,01160,304,01304,2,25,5,2627,2309,2500,234,11.22,5.33333,46.05,3333,51165,+52011,460254,232,314
19,01,nantua,NANTUA,nantua,Nantua,N300,NNT,01460,269,01269,4,22,4,3713,3922,3600,290,12.79,5.61667,46.15,3633,51282,+53622,460912,427,1125
21,01,neuville-les-dames,NEUVILLE-LES-DAMES,"neuville les dames",Neuville-les-Dames,N142352,NFLLSTMS,01400,272,01272,2,10,6,1504,1232,1500,56,26.59,5,46.1667,2963,51291,+50013,460944,210,271
27,01,saint-denis-en-bugey,SAINT-DENIS-EN-BUGEY,"saint denis en bugey",Saint-Denis-en-Bugey,S5352512,SNTTNSNBJ,01500,345,01345,1,01,6,2178,1939,2100,834,2.61,5.33333,45.95,3325,51058,+51945,455707,234,338
31,01,culoz,CULOZ,culoz,Culoz,C420,KLS,01350,138,01138,1,31,6,2909,2620,2900,150,19.36,5.78333,45.85,3828,50943,+54654,455055,226,1430
33,01,marboz,MARBOZ,marboz,Marboz,M612,MRBS,01851,232,01232,2,11,6,2182,2164,2200,54,40.14,5.25,46.3333,3246,51492,+51530,462033,194,240
34,01,foissiat,FOISSIAT,foissiat,Foissiat,F230,FST,01340,163,01163,2,21,6,1912,1562,1900,47,40.36,5.18333,46.3667,3153,51523,+51029,462213,186,228
35,01,treffort-cuisiat,TREFFORT-CUISIAT,"treffort cuisiat",Treffort-Cuisiat,T616323,TRFRTKXT,01370,426,01426,2,33,5,2204,1908,2100,55,39.41,5.36834,46.2714,3369,51413,+52206,461617,221,681
37,01,saint-etienne-du-bois-01,SAINT-ETIENNE-DU-BOIS,"saint etienne du bois",Saint-Étienne-du-Bois,S535312,SNTTNTBS,01370,350,01350,2,33,6,2441,2045,2400,86,28.38,5.28333,46.2833,3285,51431,+51736,461717,213,259
38,01,hauteville-lompnes,HAUTEVILLE-LOMPNES,"hauteville lompnes",Hauteville-Lompnes,H3145152,HTFLLMPNS,01110,185,01185,1,15,5,4044,3653,4200,80,50.34,5.6,45.9667,3625,51088,+53558,455844,455,1240
39,01,saint-trivier-sur-moignans,SAINT-TRIVIER-SUR-MOIGNANS,"saint trivier sur moignans",Saint-Trivier-sur-Moignans,S53616265252,SNTTRFRSRMKNNS,01990,389,01389,2,30,5,1877,1537,1900,44,41.99,4.9,46.0667,2846,51193,+45354,460424,230,289
42,01,poncin,PONCIN,poncin,Poncin,P525,PNSN,01450,303,01303,4,24,5,1644,1371,1600,83,19.77,5.4,46.0833,3411,51206,+52424,460506,240,540
44,01,montreal-la-cluse,MONTREAL-LA-CLUSE,"montreal la cluse",Montréal-la-Cluse,M364242,MNTRLLKLS,01460,265,01265,4,22,6,3457,3699,3500,269,12.83,5.57084,46.1867,3593,51319,+53415,461112,473,960
48,01,saint-martin-du-mont-01,SAINT-MARTIN-DU-MONT,"saint martin du mont",Saint-Martin-du-Mont,S535635353,SNTMRTNTMNT,01160,374,01374,2,25,6,1651,1304,1600,58,28.09,5.33333,46.1,3324,51224,+51942,460606,246,556
49,01,saint-genis-pouilly,SAINT-GENIS-POUILLY,"saint genis pouilly",Saint-Genis-Pouilly,S5325214,SNTJNSPL,01630,354,01354,3,13,6,8914,6382,8400,912,9.77,6.01667,46.25,4094,51382,+60117,461436,419,502
56,01,saint-didier-sur-chalaronne,SAINT-DIDIER-SUR-CHALARONNE,"saint didier sur chalaronne",Saint-Didier-sur-Chalaronne,S536262465,SNTTTRSRXLRN,01140,348,01348,2,32,6,2776,2263,2700,111,24.98,4.81667,46.1667,2757,51308,+44904,461039,167,223
61,01,chalamont,CHALAMONT,chalamont,Chalamont,C453,XLMNT,01320,074,01074,2,08,5,2322,1656,2200,70,32.88,5.16667,46,3149,51107,+51016,455946,269,330
64,01,montagnat,MONTAGNAT,montagnat,Montagnat,M3253,MNTKNT,01250,254,01254,2,39,6,1646,1421,1600,119,13.75,5.28333,46.1667,3275,51301,+51703,461015,229,282
66,01,saint-andre-de-corcy,SAINT-ANDRE-DE-CORCY,"saint andre de corcy",Saint-André-de-Corcy,S535363262,SNTNTRTKRS,01390,333,01333,2,42,6,2991,3098,3000,144,20.73,4.95,45.9167,2906,51029,+45708,455535,279,306
68,01,peronnas,PERONNAS,peronnas,Péronnas,P652,PRNS,01960,289,01289,2,39,5,6054,5530,6100,344,17.55,5.2,46.1833,3184,51309,+51210,461043,223,277
73,01,montrevel-en-bresse,MONTREVEL-EN-BRESSE,"montrevel en bresse",Montrevel-en-Bresse,M36145162,MNTRFLNBRS,01340,266,01266,2,21,5,2362,1995,2400,229,10.27,5.13333,46.3333,3102,51485,+50742,462012,192,220
77,01,thoissey,THOISSEY,thoissey,Thoissey,T200,0S,01140,420,01420,2,32,5,1540,1355,1500,1149,1.34,4.8,46.1667,2739,51303,+44807,461021,168,178
79,01,neuville-sur-ain,NEUVILLE-SUR-AIN,"neuville sur ain",Neuville-sur-Ain,N14265,NFLSRN,01160,273,01273,2,25,6,1571,1237,1500,79,19.79,5.36667,46.0833,3373,51203,+52220,460457,242,427
81,01,jujurieux,JUJURIEUX,jujurieux,Jujurieux,J620,JJRKS,01640,199,01199,4,24,6,2097,1696,2000,136,15.39,5.41667,46.0333,3414,51156,+52432,460224,242,633
84,01,balan-01,BALAN,balan,Balan,B450,BLN,01360,027,01027,2,20,6,2348,1534,2400,130,18.04,5.1,45.8333,3069,50927,+50554,455003,178,233
89,01,nievroz,NIEVROZ,nievroz,Niévroz,N162,NFRS,01120,276,01276,2,20,6,1488,1359,1500,142,10.46,5.06667,45.8333,3030,50918,+50350,454935,175,197
92,01,saint-maurice-de-gourdans,SAINT-MAURICE-DE-GOURDANS,"saint maurice de gourdans",Saint-Maurice-de-Gourdans,S53562326352,SNTMRSTKRTNS,01800,378,01378,2,19,6,2498,1949,2400,98,25.39,5.2,45.8167,3176,50913,+51144,454917,182,244
101,01,chateau-gaillard,CHATEAU-GAILLARD,"chateau gaillard",Château-Gaillard,C32463,XTKLRT,01500,089,01089,1,01,6,1818,1370,1700,113,16.06,5.3,45.9667,3297,51082,+51815,455824,222,253
108,01,reyrieux,REYRIEUX,reyrieux,Reyrieux,R200,RRKS,01600,322,01322,2,42,5,4093,3690,4000,260,15.7,4.81667,45.9333,2763,51038,+44924,455604,163,297
111,01,chatillon-en-michaille,CHATILLON-EN-MICHAILLE,"chatillon en michaille",Châtillon-en-Michaille,C34524,XTLNNMXL,01200,091,01091,4,03,6,3120,2657,3100,82,37.62,5.78333,46.1333,3848,51272,+54760,460840,373,1241
112,01,polliat,POLLIAT,polliat,Polliat,P430,PLT,01310,301,01301,2,43,6,2403,2019,2400,119,20.07,5.13333,46.25,3099,51388,+50733,461456,198,233
114,01,massieux,MASSIEUX,massieux,Massieux,M200,MSKS,01600,238,01238,2,42,6,2428,2119,2400,783,3.1,4.83333,45.9167,2771,51010,+44949,455431,168,284
115,01,saint-cyr-sur-menthon,SAINT-CYR-SUR-MENTHON,"saint cyr sur menthon",Saint-Cyr-sur-Menthon,S532626535,SNTSRSRMN0N,01380,343,01343,2,27,6,1636,1313,1600,96,16.93,4.98333,46.2667,2929,51417,+45823,461632,181,217
118,01,izernore,IZERNORE,izernore,Izernore,I2656,ISRNR,01580,192,01192,4,16,5,2278,1652,2200,109,20.86,5.55,46.2167,3575,51356,+53314,461314,377,822
123,01,saint-didier-de-formans,SAINT-DIDIER-DE-FORMANS,"saint didier de formans",Saint-Didier-de-Formans,S53631652,SNTTTRTFRMNS,01600,347,01347,2,34,6,1792,1545,1800,274,6.53,4.78333,45.95,2715,51063,+44649,455723,179,258
133,01,dortan,DORTAN,dortan,Dortan,D635,TRTN,01590,148,01148,4,23,6,1996,2188,2100,110,18.11,5.66667,46.3167,3692,51465,+53933,461908,300,758
135,01,miribel-01,MIRIBEL,miribel,Miribel,M614,MRBL,01700,249,01249,2,40,5,9066,8545,9000,370,24.49,4.95306,45.8245,2907,50916,+45711,454928,168,314
137,01,echenevex,ECHENEVEX,echenevex,Échenevex,E2512,EXNFKS,01170,153,01153,3,14,6,1631,1203,1500,99,16.44,6.03333,46.3167,4110,51454,+60210,461832,490,1682
142,01,villars-les-dombes,VILLARS-LES-DOMBES,"villars les dombes",Villars-les-Dombes,V462423512,FLRSLSTMS,01330,443,01443,2,35,5,4399,4197,4300,178,24.65,5.01667,46,2992,51114,+50147,460009,263,295
152,01,thoiry-01,THOIRY,thoiry,Thoiry,T600,0R,01710,419,01419,3,13,6,5205,4068,4900,179,28.93,5.97973,46.2364,4048,51374,+55847,461411,400,1704
164,01,divonne-les-bains,DIVONNE-LES-BAINS,"divonne les bains",Divonne-les-Bains,D1542152,TFNLSBNS,01220,143,01143,3,14,6,8160,6158,7800,240,33.88,6.13333,46.3667,4229,51508,+60834,462124,464,1447
174,01,cessy,CESSY,cessy,Cessy,C000,SS,01170,071,01071,3,14,6,3992,2287,3700,624,6.39,6.06667,46.3167,4148,51466,+60412,461909,496,583
192,01,frans,FRANS,frans,Frans,F652,FRNS,01480,166,01166,2,34,6,1984,1849,2000,248,7.98,4.78333,45.9833,2708,51101,+44626,455929,183,267
194,01,bage-la-ville,BAGE-LA-VILLE,"bage la ville",Bâgé-la-Ville,B2414,BJLFL,01380,025,01025,2,02,6,3040,2318,2900,76,39.68,4.95,46.3167,2898,51462,+45643,461856,179,217
195,01,montmerle-sur-saone,MONTMERLE-SUR-SAONE,"montmerle sur saone",Montmerle-sur-Saône,M35642625,MNTMRLSRSN,01090,263,01263,2,32,6,3823,2827,3800,918,4.16,4.76667,46.0833,2691,51202,+44531,460453,168,227
198,01,lagnieu,LAGNIEU,lagnieu,Lagnieu,L250,LKN,01150,202,01202,1,17,5,6756,5882,6700,247,27.25,5.35,45.9,3347,51004,+52057,455413,192,643
199,01,attignat,ATTIGNAT,attignat,Attignat,A3253,ATKNT,01340,024,01024,2,21,6,2936,1923,2700,157,18.69,5.16667,46.2833,3137,51430,+50935,461714,199,233
201,01,pont-de-vaux,PONT-DE-VAUX,"pont de vaux",Pont-de-Vaux,P5312,PNTTFKS,01190,305,01305,2,26,5,2205,2013,2200,292,7.54,4.93333,46.4333,2890,51591,+45617,462555,169,204
202,01,amberieu-en-bugey,AMBERIEU-EN-BUGEY,"amberieu en bugey",Ambérieu-en-Bugey,A516512,AMRNBJ,01500,004,01004,1,01,5,13835,11432,12800,562,24.6,5.35,45.95,3357,51065,+52128,455729,237,753
204,01,crozet-01,CROZET,crozet,Crozet,C623,KRST,01170,135,01135,3,14,6,1862,1344,1800,67,27.47,6.01251,46.2806,4084,51423,+60045,461650,463,1680
206,01,beynost,BEYNOST,beynost,Beynost,B523,BNST,01700,043,01043,2,40,6,4475,3528,4300,420,10.64,5,45.8333,2961,50934,+50005,455025,174,322
207,01,versonnex-01,VERSONNEX,versonnex,Versonnex,V6252,FRSNKS,01210,435,01435,3,13,6,2144,1713,2100,364,5.89,6.09723,46.3023,4178,51447,+60550,461808,439,506
208,01,saint-laurent-sur-saone,SAINT-LAURENT-SUR-SAONE,"saint laurent sur saone",Saint-Laurent-sur-Saône,S5346532625,SNTLRNTSRSN,01620,370,01370,2,02,6,1749,1657,1700,3300,0.53,4.83333,46.3,2781,51450,+45022,461819,167,174
216,01,grieges,GRIEGES,grieges,Grièges,G620,KRJS,01290,179,01179,2,27,6,1899,1599,1800,127,14.87,4.85,46.25,2793,51394,+45101,461517,169,212
221,01,amberieux-en-dombes,AMBERIEUX-EN-DOMBES,"amberieux en dombes",Ambérieux-en-Dombes,A516253512,AMRKSNTMS,01330,005,01005,2,30,6,1616,1407,1600,101,15.92,4.9,46,2851,51109,+45410,455954,265,302
222,01,boisse-01,"LA BOISSE","la boisse","La Boisse",L120,LBS,01120,049,01049,2,20,6,2928,2704,2900,311,9.4,5.03333,45.85,2999,50936,+50208,455032,179,319
229,01,ferney-voltaire,FERNEY-VOLTAIRE,"ferney voltaire",Ferney-Voltaire,F651436,FRNFLTR,01210,160,01160,3,13,5,8025,7071,7800,1678,4.78,6.11667,46.25,4190,51395,+60629,461521,409,446
231,01,chatillon-la-palud,CHATILLON-LA-PALUD,"chatillon la palud",Châtillon-la-Palud,C3454143,XTLNLPLT,01320,092,01092,2,08,6,1562,1075,1500,111,14.01,5.25,45.9667,3236,51084,+51456,455833,218,326
238,01,collonges,COLLONGES,collonges,Collonges,C452,KLNJS,01550,109,01109,3,12,5,1897,1105,1600,116,16.25,5.9,46.1333,3964,51265,+55415,460819,329,1621
248,01,chatillon-sur-chalaronne,CHATILLON-SUR-CHALARONNE,"chatillon sur chalaronne",Châtillon-sur-Chalaronne,C345262465,XTLNSRXLRN,01400,093,01093,2,10,5,4922,4130,4900,273,17.98,4.96667,46.1167,2911,51244,+45725,460711,215,274
252,01,viriat,VIRIAT,viriat,Viriat,V630,FRT,01440,451,01451,2,43,5,6006,5287,5700,133,45.03,5.21667,46.25,3200,51393,+51260,461513,206,257
262,01,sergy-01,SERGY,sergy,Sergy,S620,SRJ,01630,401,01401,3,13,6,1977,1247,1700,208,9.46,6,46.25,4070,51392,+60000,461511,429,1702
264,01,saint-maurice-de-beynost,SAINT-MAURICE-DE-BEYNOST,"saint maurice de beynost",Saint-Maurice-de-Beynost,S5356231523,SNTMRSTBNST,01700,376,01376,2,40,6,3865,4017,3900,552,6.99,4.96667,45.8333,2932,50923,+45831,454949,172,315
271,01,beligneux,BELIGNEUX,beligneux,Béligneux,B4252,BLKNKS,01360,032,01032,2,20,6,2905,2595,2900,218,13.3,5.11667,45.8667,3102,50947,+50744,455108,202,283
274,01,saint-jean-le-vieux-01,SAINT-JEAN-LE-VIEUX,"saint jean le vieux",Saint-Jean-le-Vieux,S5325412,SNTJNLFKS,01640,363,01363,4,24,6,1609,1449,1600,104,15.33,5.38917,46.0284,3392,51143,+52321,460142,236,506
276,01,oyonnax,OYONNAX,oyonnax,Oyonnax,O520,OYNKS,01100,283,01283,4,98,5,22650,24188,23100,626,36.18,5.66667,46.25,3687,51395,+53918,461520,440,1082
277,01,mionnay,MIONNAY,mionnay,Mionnay,M000,MN,01390,248,01248,2,42,6,2077,2111,2100,105,19.62,4.93333,45.9,2881,50994,+45547,455342,267,321
283,01,ornex,ORNEX,ornex,Ornex,O652,ORNKS,01210,281,01281,3,13,6,3531,2666,3200,626,5.64,6.1,46.2833,4174,51418,+60536,461634,428,487
288,01,feillens,FEILLENS,feillens,Feillens,F452,FLNS,01570,159,01159,2,02,6,3115,2935,3100,208,14.91,4.88333,46.3333,2838,51484,+45328,462009,169,207
295,01,montluel,MONTLUEL,montluel,Montluel,M340,MNTLL,01120,262,01262,2,20,5,6999,6456,6800,174,40.11,5.05,45.85,3022,50946,+50323,455106,192,312
302,01,mezeriat,MEZERIAT,mezeriat,Mézériat,M263,MSRT,01660,246,01246,2,10,6,2072,1912,2000,108,19.17,5.03333,46.2333,3012,51372,+50250,461405,189,223
303,01,bellignat,BELLIGNAT,bellignat,Bellignat,B4253,BLKNT,01810,031,01031,4,41,6,3537,3505,3500,451,7.83,5.61667,46.25,3662,51383,+53758,461441,516,983
305,01,belley,BELLEY,belley,Belley,B400,BL,01300,034,01034,1,04,4,8755,8002,8800,390,22.42,5.68333,45.7667,3724,50844,+54117,454533,220,392
307,01,neyron,NEYRON,neyron,Neyron,N650,NRN,01700,275,01275,2,40,6,2472,2155,2300,461,5.36,4.93223,45.8148,2884,50905,+45556,454853,165,312
308,01,saint-paul-de-varax,SAINT-PAUL-DE-VARAX,"saint paul de varax",Saint-Paul-de-Varax,S53143162,SNTPLTFRKS,01240,383,01383,2,35,6,1551,1190,1500,59,25.97,5.13333,46.1,3102,51221,+50742,460556,245,281
315,01,crottet,CROTTET,crottet,Crottet,C630,KRTT,01620,134,01134,2,27,6,1722,1479,1700,142,12.12,4.9,46.2833,2839,51419,+45332,461638,170,213
325,01,segny,SEGNY,segny,Ségny,S500,SKN,01170,399,01399,3,14,6,1649,1350,1600,508,3.24,6.08333,46.3,4152,51441,+60424,461749,467,519
330,01,martignat,MARTIGNAT,martignat,Martignat,M63253,MRTKNT,01810,237,01237,4,41,6,1604,1265,1600,121,13.25,5.6,46.2167,3636,51344,+53632,461234,490,974
331,01,ceyzeriat,CEYZERIAT,ceyzeriat,Ceyzériat,C630,SSRT,01250,072,01072,2,07,5,2738,2388,2600,292,9.36,5.31667,46.1667,3319,51309,+51926,461042,240,585
333,01,vonnas,VONNAS,vonnas,Vonnas,V520,FNS,01540,457,01457,2,10,6,2790,2419,2700,156,17.81,5,46.2167,2949,51355,+45927,461309,183,253
334,01,buellas,BUELLAS,buellas,Buellas,B420,BLS,01310,065,01065,2,43,6,1669,1288,1600,163,10.21,5.13333,46.2,3108,51344,+50800,461233,205,266
347,01,jassans-riottier,JASSANS-RIOTTIER,"jassans riottier",Jassans-Riottier,J52636,JSNSRTR,01480,194,01194,2,34,6,5976,5333,5900,1242,4.81,4.75,45.9833,2689,51095,+44524,455908,167,249
353,01,certines,CERTINES,certines,Certines,C6352,SRTNS,01240,069,01069,2,25,6,1445,1287,1500,90,15.92,5.26667,46.1333,3253,51258,+51552,460756,243,277
355,01,meximieux,MEXIMIEUX,meximieux,Meximieux,M252,MKSMKS,01800,244,01244,2,19,5,7268,6835,7300,528,13.75,5.2,45.9,3175,51005,+51140,455416,206,310
356,01,saint-rambert-en-bugey,SAINT-RAMBERT-EN-BUGEY,"saint rambert en bugey",Saint-Rambert-en-Bugey,S5365163512,SNTRMRTNBJ,01230,384,01384,1,28,5,2164,2067,2200,75,28.55,5.43333,45.95,3446,51054,+52617,455655,271,819
357,01,ambronay,AMBRONAY,ambronay,Ambronay,A5165,AMRN,01500,007,01007,1,01,6,2362,2144,2300,70,33.55,5.35,46,3360,51117,+52138,460020,225,765
361,01,dagneux,DAGNEUX,dagneux,Dagneux,D252,TKNKS,01120,142,01142,2,20,6,4099,3760,3900,616,6.65,5.06667,45.85,3035,50946,+50405,455106,189,285
369,01,miserieux,MISERIEUX,miserieux,Misérieux,M262,MSRKS,01600,250,01250,2,42,6,1762,1432,1700,237,7.41,4.81667,45.9833,2749,51082,+44839,455824,211,280
370,01,prevessin-moens,PREVESSIN-MOENS,"prevessin moens",Prévessin-Moëns,P61252,PRFSNMNS,01280,313,01313,3,13,6,5980,4263,5300,495,12.07,6.08333,46.25,4161,51395,+60455,461520,419,486
373,01,manziat,MANZIAT,manziat,Manziat,M230,MNST,01570,231,01231,2,02,6,1924,1596,1900,152,12.63,4.9,46.35,2857,51510,+45428,462134,170,207
374,01,trevoux-01,TREVOUX,trevoux,Trévoux,T612,TRFKS,01600,427,01427,2,34,5,6730,6392,6800,1178,5.71,4.76667,45.9333,2709,51046,+44630,455627,167,256
375,01,bellegarde-sur-valserine,BELLEGARDE-SUR-VALSERINE,"bellegarde sur valserine",Bellegarde-sur-Valserine,B42632614265,BLKRTSRFLSRN,01200,033,01033,4,03,5,11790,10878,11400,773,15.25,5.81667,46.1,3877,51231,+54933,460627,330,1542
376,01,bourg-en-bresse,BOURG-EN-BRESSE,"bourg en bresse",Bourg-en-Bresse,B625162,BRKNBRS,01000,053,01053,2,99,3,40088,40628,40200,1680,23.86,5.21667,46.2,3213,51339,+51341,461217,220,273
378,01,saint-denis-les-bourg,SAINT-DENIS-LES-BOURG,"saint denis les bourg",Saint-Denis-lès-Bourg,S535242162,SNTTNSLSBRK,01000,344,01344,2,43,6,5405,4920,5200,429,12.58,5.2,46.2,3173,51333,+51132,461159,209,242
383,01,fareins,FAREINS,fareins,Fareins,F652,FRNS,01480,157,01157,2,30,6,2137,1668,2000,259,8.22,4.76667,46.0167,2694,51133,+44542,460110,167,253
395,01,pont-de-veyle,PONT-DE-VEYLE,"pont de veyle",Pont-de-Veyle,P5314,PNTTFL,01290,306,01306,2,27,5,1593,1485,1500,821,1.94,4.88333,46.2667,2835,51404,+45316,461548,172,179
401,01,tramoyes,TRAMOYES,tramoyes,Tramoyes,T652,TRMYS,01390,424,01424,2,42,6,1674,1525,1600,129,12.93,4.96667,45.8667,2921,50974,+45756,455235,268,307
405,01,arbent,ARBENT,arbent,Arbent,A6153,ARBNT,01100,014,01014,4,23,6,3476,3623,3400,147,23.49,5.68333,46.3,3716,51439,+54052,461744,435,1100
411,01,loyettes,LOYETTES,loyettes,Loyettes,L320,LYTS,01360,224,01224,1,17,6,2645,2331,2400,124,21.28,5.2,45.7667,3185,50860,+51211,454627,185,204
412,01,gex,GEX,gex,Gex,G000,JKS,01170,173,01173,3,14,4,10372,7771,9700,323,32.02,6.06667,46.3333,4134,51481,+60328,461960,532,1614
417,01,villieu-loyes-mollon,VILLIEU-LOYES-MOLLON,"villieu loyes mollon",Villieu-Loyes-Mollon,V42545,FLLYSMLN,01800,450,01450,2,19,6,3095,2405,2900,194,15.91,5.22223,45.9206,3206,51023,+51320,455514,207,323
435,02,saint-gobain,SAINT-GOBAIN,"saint gobain",Saint-Gobain,S53215,SNTKBN,02410,680,02680,2,14,6,2337,2340,2300,78,29.73,3.38333,49.6,1154,55107,+32230,493545,53,207
449,02,guignicourt,GUIGNICOURT,guignicourt,Guignicourt,G5263,KKNKRT,02190,360,02360,2,21,6,2111,2203,2100,118,17.74,3.96667,49.4333,1810,54928,+35757,492607,51,142
450,02,bucy-le-long,BUCY-LE-LONG,"bucy le long",Bucy-le-Long,B2452,BSLLNK,02880,131,02131,4,32,6,1955,1954,2000,152,12.86,3.38333,49.4,1175,54879,+32338,492326,39,161
479,02,soissons,SOISSONS,soissons,Soissons,S520,SSNS,02200,722,02722,4,99,4,28646,29439,28500,2325,12.32,3.33333,49.3667,1096,54868,+31921,492252,38,130
498,02,sinceny,SINCENY,sinceny,Sinceny,S525,SNSN,02300,719,02719,2,09,6,2152,2156,2200,163,13.13,3.25,49.6,1011,55107,+31448,493546,42,113
506,02,vailly-sur-aisne,VAILLY-SUR-AISNE,"vailly sur aisne",Vailly-sur-Aisne,V42625,FLSRSN,02370,758,02758,4,32,5,2081,2082,2100,208,9.97,3.51667,49.4167,1311,54899,+33059,492433,42,192
517,02,origny-sainte-benoite,ORIGNY-SAINTE-BENOITE,"origny sainte benoite",Origny-Sainte-Benoite,O625253153,ORKNSNTBNT,02390,575,02575,3,25,6,1726,1767,1700,74,23.3,3.5,49.8333,1281,55374,+32921,495013,67,139
538,02,chauny,CHAUNY,chauny,Chauny,C500,XN,02300,173,02173,2,09,5,11983,12512,12100,902,13.28,3.21667,49.6167,981,55129,+31309,493656,42,96
543,02,anizy-le-chateau,ANIZY-LE-CHATEAU,"anizy le chateau",Anizy-le-Château,A52423,ANSLXT,02320,018,02018,2,01,5,1895,1902,1900,199,9.49,3.45,49.5,1238,55007,+32702,493021,52,166
571,02,laon,LAON,laon,Laon,L500,LN,02000,408,02408,2,97,3,25986,26241,26200,618,42,3.61667,49.5667,1430,55071,+33725,493348,63,183
588,02,marle,MARLE,marle,Marle,M640,MRL,02250,468,02468,2,19,5,2351,2524,2400,170,13.79,3.76667,49.7333,1594,55267,+34617,494424,75,140
611,02,fere,"LA FERE","la fere","La Fère",L160,LFR,02800,304,02304,2,14,5,3037,2817,3000,451,6.73,3.36667,49.6667,1143,55180,+32156,493942,47,80
612,02,saint-michel-02,SAINT-MICHEL,"saint michel",Saint-Michel,S53524,SNTMXL,02830,684,02684,5,17,6,3535,3653,3500,83,42.2,4.13333,49.9167,1996,55465,+40758,495505,172,278
628,02,cuffies,CUFFIES,cuffies,Cuffies,C120,KFS,02880,245,02245,4,31,6,1686,1489,1700,335,5.02,3.31667,49.4167,1092,54895,+31911,492418,39,155
647,02,charmes-02,CHARMES,charmes,Charmes,C652,XRMS,02800,165,02165,2,14,6,1659,1748,1700,453,3.66,3.38333,49.65,1157,55168,+32240,493904,47,100
650,02,nogent-l-artaud,NOGENT-L'ARTAUD,"nogent l artaud",Nogent-l'Artaud,N253463,NJNTLRTT,02310,555,02555,1,07,6,2137,2050,2100,89,23.99,3.31667,48.9667,1097,54405,+31925,485754,57,222
652,02,saint-erme-outre-et-ramecourt,SAINT-ERME-OUTRE-ET-RAMECOURT,"saint erme outre et ramecourt",Saint-Erme-Outre-et-Ramecourt,S536536365263,SNTRMTRTRMKRT,02820,676,02676,2,30,6,1832,1860,1800,91,20.11,3.85,49.5167,1670,55017,+35022,493054,75,208
677,02,neuilly-saint-front,NEUILLY-SAINT-FRONT,"neuilly saint front",Neuilly-Saint-Front,N42531653,NLSNTFRNT,02470,543,02543,1,22,5,2175,2088,2200,121,17.89,3.26667,49.1667,1030,54631,+31550,491006,72,181
678,02,tergnier,TERGNIER,tergnier,Tergnier,T6256,TRKNR,02700,738,02738,2,42,5,14139,15096,14500,787,17.95,3.3,49.65,1056,55173,+31714,493921,44,90
679,02,ferte-milon,"LA FERTE-MILON","la ferte milon","La Ferté-Milon",L163545,LFRTMLN,02460,307,02307,1,22,6,2240,2108,2300,122,18.35,3.11667,49.1667,875,54643,+30726,491042,62,156
687,02,etreux,ETREUX,etreux,Étreux,E362,ETRKS,02510,298,02298,5,37,6,1509,1669,1600,145,10.36,3.65,49.9833,1467,55549,+33925,495939,115,160
702,02,folembray,FOLEMBRAY,folembray,Folembray,F4516,FLMR,02670,318,02318,2,11,6,1504,1492,1500,169,8.85,3.28333,49.55,1058,55047,+31720,493231,49,152
718,02,flavy-le-martel,FLAVY-LE-MARTEL,"flavy le martel",Flavy-le-Martel,F4145634,FLFLMRTL,02520,315,02315,3,29,6,1636,1520,1600,127,12.83,3.2,49.7167,952,55237,+31135,494248,63,158
728,02,villeneuve-saint-germain,VILLENEUVE-SAINT-GERMAIN,"villeneuve saint germain",Villeneuve-Saint-Germain,V451253265,FLNFSNTJRMN,02200,805,02805,4,31,6,2438,2313,2400,537,4.54,3.35,49.3833,1136,54866,+32131,492245,42,89
759,02,athies-sous-laon,ATHIES-SOUS-LAON,"athies sous laon",Athies-sous-Laon,A3245,A0SSSLN,02840,028,02028,2,38,6,2515,2128,2400,162,15.44,3.68333,49.5667,1496,55081,+34059,493423,64,87
774,02,vervins,VERVINS,vervins,Vervins,V6152,FRFNS,02140,789,02789,5,34,4,2666,2653,2700,257,10.35,3.9,49.8333,1747,55372,+35433,495006,120,208
831,02,crouy,CROUY,crouy,Crouy,C600,KR,02880,243,02243,4,31,6,2716,2622,2700,261,10.38,3.36667,49.4,1137,54892,+32136,492409,40,165
832,02,hirson,HIRSON,hirson,Hirson,H625,HRSN,02500,381,02381,5,17,5,9383,10327,9400,277,33.77,4.08333,49.9167,1942,55468,+40502,495518,157,268
858,02,sissonne,SISSONNE,sissonne,Sissonne,S500,SSN,02150,720,02720,2,30,5,2072,2110,2100,38,53.53,3.9,49.5667,1729,55079,+35334,493415,71,131
860,02,ribemont,RIBEMONT,ribemont,Ribemont,R153,RBMNT,02240,648,02648,3,25,5,1984,2095,2000,73,26.91,3.46667,49.8,1246,55329,+32730,494744,62,141
